docname,topic,proportion
cv984_14006.txt:11,010,1.0
cv000_29416.txt:29,006,1.0
cv320_9693.txt:29,001,1.0
cv096_12262.txt:19,006,1.0
cv188_20687.txt:11,008,1.0
cv620_2556.txt:9,011,1.0
cv236_12427.txt:9,012,1.0
cv725_10266.txt:19,001,1.0
cv111_12253.txt:24,000,1.0
cv001_19502.txt:8,001,1.0
cv034_29446.txt:14,010,1.0
cv480_21195.txt:12,004,1.0
cv727_5006.txt:7,000,1.0
cv022_14227.txt:11,005,1.0
cv278_14533.txt:7,001,1.0
cv189_24248.txt:1,001,1.0
cv587_20532.txt:3,008,1.0
cv007_4992.txt:13,006,1.0
cv235_10704.txt:21,000,1.0
cv042_11927.txt:1,000,1.0
cv733_9891.txt:13,008,1.0
cv279_19452.txt:18,007,1.0
cv117_25625.txt:8,010,1.0
cv207_29141.txt:0,006,1.0
cv207_29141.txt:35,005,1.0
cv072_5928.txt:3,018,1.0
cv337_29061.txt:6,000,1.0
cv967_5626.txt:4,010,1.0
cv436_20564.txt:17,000,1.0
cv532_6495.txt:14,002,1.0
cv276_17126.txt:17,003,1.0
cv276_17126.txt:52,000,0.616642
cv276_17126.txt:52,001,0.284845
cv276_17126.txt:52,002,0.098513
cv807_23024.txt:34,004,1.0
cv807_23024.txt:69,001,1.0
cv073_23039.txt:26,006,1.0
cv553_26965.txt:30,010,1.0
cv608_24647.txt:4,000,0.616642
cv608_24647.txt:4,001,0.284845
cv608_24647.txt:4,002,0.098513
cv608_24647.txt:39,012,1.0
cv763_16486.txt:4,010,1.0
cv923_11951.txt:8,001,1.0
cv951_11816.txt:11,010,1.0
cv081_18241.txt:11,012,1.0
cv513_7236.txt:0,008,1.0
cv816_15257.txt:5,010,1.0
cv203_19052.txt:13,000,1.0
cv887_5306.txt:3,006,1.0
cv312_29308.txt:26,005,1.0
cv973_10171.txt:30,009,1.0
cv973_10171.txt:65,000,1.0
cv338_9183.txt:10,000,1.0
cv338_9183.txt:45,004,1.0
cv171_15164.txt:3,010,1.0
cv686_15553.txt:26,001,1.0
cv732_13092.txt:27,000,1.0
cv732_13092.txt:62,005,1.0
cv139_14236.txt:9,011,1.0
cv102_8306.txt:4,004,1.0
cv704_17622.txt:14,004,1.0
cv789_12991.txt:3,010,1.0
cv054_4101.txt:17,000,1.0
cv565_29403.txt:3,001,1.0
cv863_7912.txt:11,007,1.0
cv445_26683.txt:9,012,1.0
cv738_10287.txt:17,010,1.0
cv021_17313.txt:13,000,1.0
cv612_5396.txt:0,004,1.0
cv612_5396.txt:35,014,1.0
cv466_20092.txt:5,001,1.0
cv955_26154.txt:15,003,1.0
cv547_18043.txt:14,000,1.0
cv645_17078.txt:28,001,1.0
cv621_15984.txt:2,000,1.0
cv621_15984.txt:37,003,1.0
cv765_20429.txt:18,007,1.0
cv769_8565.txt:12,006,1.0
cv432_15873.txt:20,001,1.0
cv710_23745.txt:21,000,1.0
cv262_13812.txt:4,010,1.0
cv844_13890.txt:13,000,1.0
cv509_17354.txt:2,008,1.0
cv525_17930.txt:16,002,1.0
cv169_24973.txt:17,015,1.0
cv473_7869.txt:10,000,1.0
cv473_7869.txt:45,004,1.0
cv434_5641.txt:15,000,1.0
cv368_11090.txt:13,010,1.0
cv368_11090.txt:48,010,1.0
cv497_27086.txt:1,006,1.0
cv006_17022.txt:11,010,1.0
cv653_2107.txt:4,010,1.0
cv177_10904.txt:5,006,1.0
cv057_7962.txt:11,004,1.0
cv952_26375.txt:30,002,1.0
cv782_21078.txt:23,000,1.0
cv361_28738.txt:24,001,1.0
cv051_10751.txt:11,010,1.0
cv478_15921.txt:6,000,1.0
cv478_15921.txt:41,000,1.0
cv557_12237.txt:2,010,1.0
cv892_18788.txt:12,011,1.0
cv404_21805.txt:2,005,1.0
cv249_12674.txt:6,010,1.0
cv919_18155.txt:3,007,1.0
cv055_8926.txt:17,000,1.0
cv233_17614.txt:9,010,1.0
cv554_14678.txt:13,010,1.0
cv413_7893.txt:4,000,1.0
cv413_7893.txt:39,006,1.0
cv199_9721.txt:27,010,1.0
cv799_19812.txt:29,012,1.0
cv799_19812.txt:64,000,0.616642
cv799_19812.txt:64,001,0.284845
cv799_19812.txt:64,002,0.098513
cv134_23300.txt:24,008,1.0
cv018_21672.txt:25,000,1.0
cv035_3343.txt:34,011,1.0
cv644_18551.txt:7,000,1.0
cv775_17966.txt:5,000,1.0
cv100_12406.txt:11,002,1.0
cv100_12406.txt:46,000,1.0
cv100_12406.txt:81,011,1.0
cv786_23608.txt:11,009,1.0
cv544_5301.txt:2,005,1.0
cv578_16825.txt:5,008,1.0
cv972_26837.txt:28,006,1.0
cv375_9932.txt:17,000,1.0
cv145_12239.txt:21,012,1.0
cv046_10613.txt:5,008,1.0
cv330_29675.txt:1,010,1.0
cv797_7245.txt:18,010,1.0
cv911_21695.txt:16,000,1.0
cv350_22139.txt:11,003,1.0
cv871_25971.txt:19,010,1.0
cv405_21868.txt:2,007,1.0
cv336_10363.txt:6,000,1.0
cv070_13249.txt:7,005,1.0
cv070_13249.txt:42,010,1.0
cv071_12969.txt:33,004,1.0
cv423_12089.txt:34,010,1.0
cv778_18629.txt:0,016,1.0
cv781_5358.txt:9,010,1.0
cv598_18184.txt:0,002,1.0
cv546_12723.txt:18,005,1.0
cv536_27221.txt:12,010,1.0
cv383_14662.txt:17,010,1.0
cv755_24881.txt:32,007,1.0
cv858_20266.txt:12,004,1.0
cv858_20266.txt:47,000,1.0
cv077_23172.txt:32,000,1.0
cv015_29356.txt:15,000,1.0
cv406_22199.txt:9,005,1.0
cv120_3793.txt:9,010,1.0
cv917_29484.txt:10,000,1.0
cv960_28877.txt:1,010,1.0
cv245_8938.txt:16,000,1.0
cv987_7394.txt:13,010,1.0
cv985_5964.txt:3,000,1.0
cv985_5964.txt:38,010,1.0
cv677_18938.txt:15,007,1.0
cv277_20467.txt:2,006,1.0
cv656_25395.txt:17,005,1.0
cv590_20712.txt:1,010,1.0
cv528_11669.txt:9,000,1.0
cv982_22209.txt:19,012,1.0
cv659_21483.txt:2,013,1.0
cv550_23226.txt:6,004,1.0
cv702_12371.txt:8,010,1.0
cv773_20264.txt:26,010,1.0
cv936_17473.txt:23,000,1.0
cv572_20053.txt:31,019,1.0
cv668_18848.txt:20,001,1.0
cv808_13773.txt:13,010,1.0
cv751_17208.txt:25,002,1.0
cv695_22268.txt:18,000,1.0
cv371_8197.txt:24,005,1.0
cv949_21565.txt:6,000,1.0
cv949_21565.txt:41,010,1.0
cv284_20530.txt:11,008,1.0
cv933_24953.txt:5,001,1.0
cv933_24953.txt:40,010,1.0
cv252_24974.txt:27,000,0.616642
cv252_24974.txt:27,001,0.284845
cv252_24974.txt:27,002,0.098513
cv541_28683.txt:4,007,1.0
cv675_22871.txt:4,000,1.0
cv558_29376.txt:0,012,1.0
cv292_7804.txt:11,001,1.0
cv292_7804.txt:46,000,1.0
cv086_19488.txt:31,009,1.0
cv618_9469.txt:18,003,1.0
cv011_13044.txt:24,009,1.0
cv300_23302.txt:33,000,0.616642
cv300_23302.txt:33,001,0.284845
cv300_23302.txt:33,002,0.098513
cv709_11173.txt:19,002,1.0
cv709_11173.txt:54,004,1.0
cv683_13047.txt:17,003,1.0
cv683_13047.txt:52,001,1.0
cv195_16146.txt:0,000,1.0
cv257_11856.txt:9,012,1.0
cv414_11161.txt:6,005,1.0
cv500_10722.txt:14,004,1.0
cv150_14279.txt:17,000,0.616642
cv150_14279.txt:17,001,0.284845
cv150_14279.txt:17,002,0.098513
cv734_22821.txt:28,010,1.0
cv850_18185.txt:3,010,1.0
cv137_17020.txt:15,001,1.0
cv429_7937.txt:14,009,1.0
cv215_23246.txt:1,017,1.0
cv359_6751.txt:8,001,1.0
cv359_6751.txt:43,001,1.0
cv865_28796.txt:27,000,1.0
cv640_5380.txt:13,002,1.0
cv341_25667.txt:24,010,1.0
cv906_12332.txt:27,010,1.0
cv390_12187.txt:17,006,1.0
cv318_11146.txt:13,000,1.0
cv168_7435.txt:14,010,1.0
cv687_22207.txt:27,002,1.0
cv886_19210.txt:32,002,1.0
cv083_25491.txt:11,011,1.0
cv743_17023.txt:8,008,1.0
cv105_19135.txt:12,000,0.616642
cv105_19135.txt:12,001,0.284845
cv105_19135.txt:12,002,0.098513
cv122_7891.txt:11,000,1.0
cv122_7891.txt:46,000,1.0
cv122_7891.txt:81,007,1.0
cv039_5963.txt:18,000,1.0
cv597_26744.txt:20,010,1.0
cv101_10537.txt:0,019,1.0
cv595_26420.txt:1,000,1.0
cv903_18981.txt:4,011,1.0
cv899_17812.txt:26,002,1.0
cv588_14467.txt:12,012,1.0
cv270_5873.txt:21,016,1.0
cv079_12766.txt:10,010,1.0
cv079_12766.txt:45,001,1.0
cv023_13847.txt:11,003,1.0
cv879_16585.txt:10,004,1.0
cv465_23401.txt:3,001,1.0
cv196_28898.txt:4,011,1.0
cv492_19370.txt:15,004,1.0
cv176_14196.txt:26,006,1.0
cv358_11557.txt:13,020,1.0
cv360_8927.txt:3,001,1.0
cv642_29788.txt:14,000,1.0
cv777_10247.txt:7,010,1.0
cv777_10247.txt:42,007,1.0
cv313_19337.txt:15,000,1.0
cv615_15734.txt:23,003,1.0
cv795_10291.txt:18,000,1.0
cv225_29083.txt:24,001,1.0
cv155_7845.txt:15,000,1.0
cv994_13229.txt:29,001,1.0
cv665_29386.txt:8,010,1.0
cv044_18429.txt:30,010,1.0
cv219_19874.txt:30,007,1.0
cv112_12178.txt:12,000,1.0
cv609_25038.txt:16,010,1.0
cv332_17997.txt:5,000,1.0
cv538_28485.txt:17,000,1.0
cv305_9937.txt:7,010,1.0
cv050_12128.txt:25,009,1.0
cv194_12855.txt:1,010,1.0
cv524_24885.txt:17,017,1.0
cv915_9342.txt:4,000,1.0
cv638_29394.txt:13,010,1.0
cv251_23901.txt:2,000,1.0
cv251_23901.txt:37,000,1.0
cv395_11761.txt:1,017,1.0
cv229_15200.txt:11,003,1.0
cv577_28220.txt:8,010,1.0
cv928_9478.txt:25,001,1.0
cv016_4348.txt:9,000,1.0
cv428_12202.txt:10,009,1.0
cv428_12202.txt:45,000,0.616642
cv428_12202.txt:45,001,0.284845
cv428_12202.txt:45,002,0.098513
cv428_12202.txt:80,000,0.616642
cv428_12202.txt:80,001,0.284845
cv428_12202.txt:80,002,0.098513
cv632_9704.txt:4,017,1.0
cv878_17204.txt:14,000,1.0
cv748_14044.txt:12,002,1.0
cv641_13412.txt:19,003,1.0
cv142_23657.txt:5,010,1.0
cv948_25870.txt:12,005,1.0
cv573_29384.txt:7,010,1.0
cv356_26170.txt:30,005,1.0
cv839_22807.txt:27,009,1.0
cv041_22364.txt:7,010,1.0
cv592_23391.txt:13,003,1.0
cv592_23391.txt:48,001,1.0
cv662_14791.txt:21,004,1.0
cv415_23674.txt:28,010,1.0
cv971_11790.txt:19,002,1.0
cv652_15653.txt:15,011,1.0
cv149_17084.txt:18,001,1.0
cv696_29619.txt:20,012,1.0
cv746_10471.txt:14,010,1.0
cv746_10471.txt:49,013,1.0
cv218_25651.txt:6,012,1.0
cv522_5418.txt:4,004,1.0
cv290_11981.txt:19,000,1.0
cv707_11421.txt:2,010,1.0
cv712_24217.txt:12,013,1.0
cv894_22140.txt:19,005,1.0
cv303_27366.txt:17,001,1.0
cv347_14722.txt:1,004,1.0
cv345_9966.txt:23,008,1.0
cv841_3367.txt:25,010,1.0
cv636_16954.txt:32,000,1.0
cv131_11568.txt:1,000,1.0
cv131_11568.txt:36,013,1.0
cv881_14767.txt:21,004,1.0
cv700_23163.txt:15,010,1.0
cv476_18402.txt:7,002,1.0
cv014_15600.txt:21,009,1.0
cv661_25780.txt:23,001,1.0
cv490_18986.txt:28,004,1.0
cv691_5090.txt:33,005,1.0
cv365_12442.txt:23,001,1.0
cv365_12442.txt:58,000,1.0
cv585_23576.txt:0,010,1.0
cv376_20883.txt:0,010,1.0
cv353_19197.txt:0,000,1.0
cv353_19197.txt:35,007,1.0
cv723_9002.txt:5,010,1.0
cv118_28837.txt:9,010,1.0
cv619_13677.txt:0,011,1.0
cv619_13677.txt:35,001,1.0
cv259_11827.txt:18,010,1.0
cv186_2396.txt:20,009,1.0
cv888_25678.txt:6,004,1.0
cv170_29808.txt:1,016,1.0
cv170_29808.txt:36,000,1.0
cv140_7963.txt:22,000,1.0
cv140_7963.txt:57,000,1.0
cv140_7963.txt:92,019,1.0
cv560_18608.txt:21,010,1.0
cv175_7375.txt:5,000,1.0
cv630_10152.txt:12,008,1.0
cv584_29549.txt:4,002,1.0
cv753_11812.txt:22,006,1.0
cv401_13758.txt:16,009,1.0
cv326_14777.txt:9,007,1.0
cv210_9557.txt:2,002,1.0
cv210_9557.txt:37,010,1.0
cv029_19943.txt:6,000,0.616642
cv029_19943.txt:6,001,0.284845
cv029_19943.txt:6,002,0.098513
cv912_5562.txt:21,000,1.0
cv263_20693.txt:4,005,1.0
cv309_23737.txt:2,003,1.0
cv568_17065.txt:9,000,1.0
cv958_13020.txt:21,000,1.0
cv824_9335.txt:15,010,1.0
cv759_15091.txt:23,019,1.0
cv147_22625.txt:15,000,1.0
cv715_19246.txt:1,006,1.0
cv742_8279.txt:1,001,1.0
cv065_16909.txt:11,010,1.0
cv065_16909.txt:46,000,1.0
cv409_29625.txt:18,017,1.0
cv053_23117.txt:21,009,1.0
cv053_23117.txt:56,015,1.0
cv925_9459.txt:4,000,0.616642
cv925_9459.txt:4,001,0.284845
cv925_9459.txt:4,002,0.098513
cv231_11028.txt:11,011,1.0
cv937_9816.txt:5,010,1.0
cv045_25077.txt:16,002,1.0
cv570_28960.txt:9,010,1.0
cv109_22599.txt:17,010,1.0
cv239_29828.txt:2,010,1.0
cv084_15183.txt:24,007,1.0
cv649_13947.txt:4,011,1.0
cv837_27232.txt:12,010,1.0
cv334_0074.txt:21,002,1.0
cv780_8467.txt:14,006,1.0
cv749_18960.txt:25,019,1.0
cv905_28965.txt:5,004,1.0
cv340_14776.txt:14,003,1.0
cv296_13146.txt:5,007,1.0
cv241_24602.txt:11,010,1.0
cv582_6678.txt:15,010,1.0
cv005_29357.txt:10,003,1.0
cv151_17231.txt:10,002,1.0
cv306_10859.txt:22,010,1.0
cv774_15488.txt:22,001,1.0
cv626_7907.txt:29,012,1.0
cv760_8977.txt:14,008,1.0
cv760_8977.txt:49,001,1.0
cv614_11320.txt:27,005,1.0
cv317_25111.txt:23,012,1.0
cv787_15277.txt:1,003,1.0
cv787_15277.txt:36,002,1.0
cv474_10682.txt:10,010,1.0
cv561_9484.txt:6,000,1.0
cv311_17708.txt:12,010,1.0
cv516_12117.txt:1,000,1.0
cv757_10668.txt:6,002,1.0
cv681_9744.txt:7,010,1.0
cv519_16239.txt:7,006,1.0
cv388_12810.txt:6,000,1.0
cv230_7913.txt:10,000,1.0
cv230_7913.txt:45,000,1.0
cv869_24782.txt:24,009,1.0
cv575_22598.txt:9,010,1.0
cv275_28725.txt:12,000,1.0
cv654_19345.txt:16,004,1.0
cv654_19345.txt:51,010,1.0
cv891_6035.txt:7,010,1.0
cv872_13710.txt:16,010,1.0
cv735_20218.txt:29,003,1.0
cv274_26379.txt:9,000,1.0
cv274_26379.txt:44,007,1.0
cv331_8656.txt:26,000,1.0
cv062_24556.txt:10,000,1.0
cv784_16077.txt:15,001,1.0
cv351_17029.txt:15,010,1.0
cv819_9567.txt:0,000,1.0
cv970_19532.txt:7,010,1.0
cv851_21895.txt:2,012,1.0
cv862_15924.txt:20,000,1.0
cv731_3968.txt:1,001,1.0
cv352_5414.txt:8,008,1.0
cv074_7188.txt:22,001,1.0
cv860_15520.txt:13,000,1.0
cv026_29229.txt:7,000,1.0
cv491_12992.txt:19,000,1.0
cv433_10443.txt:8,000,1.0
cv526_12868.txt:8,007,1.0
cv526_12868.txt:43,010,1.0
cv526_12868.txt:78,005,1.0
cv540_3092.txt:31,004,1.0
cv539_21865.txt:30,009,1.0
cv493_14135.txt:1,010,1.0
cv617_9561.txt:7,000,1.0
cv443_22367.txt:15,000,1.0
cv980_11851.txt:15,005,1.0
cv422_9632.txt:11,000,0.616642
cv422_9632.txt:11,001,0.284845
cv422_9632.txt:11,002,0.098513
cv895_22200.txt:14,007,1.0
cv511_10360.txt:32,005,1.0
cv823_17055.txt:4,007,1.0
cv200_29006.txt:7,003,1.0
cv200_29006.txt:42,010,1.0
cv200_29006.txt:77,002,1.0
cv192_16079.txt:31,000,1.0
cv192_16079.txt:66,007,1.0
cv657_25835.txt:12,002,1.0
cv126_28821.txt:30,010,1.0
cv271_15364.txt:3,007,1.0
cv407_23928.txt:17,002,1.0
cv832_24713.txt:28,001,1.0
cv849_17215.txt:3,002,1.0
cv849_17215.txt:38,002,1.0
cv507_9509.txt:32,012,1.0
cv714_19704.txt:23,000,1.0
cv559_0057.txt:14,012,1.0
cv243_22164.txt:11,004,1.0
cv243_22164.txt:46,000,1.0
cv462_20788.txt:27,001,1.0
cv601_24759.txt:2,009,1.0
cv576_15688.txt:19,004,1.0
cv956_12547.txt:33,000,1.0
cv672_27988.txt:10,012,1.0
cv339_22452.txt:24,001,1.0
cv717_17472.txt:4,000,1.0
cv993_29565.txt:6,002,1.0
cv866_29447.txt:3,010,1.0
cv475_22978.txt:6,010,1.0
cv440_16891.txt:11,002,1.0
cv467_26610.txt:33,012,1.0
cv527_10338.txt:5,001,1.0
cv818_10698.txt:5,010,1.0
cv369_14245.txt:5,003,1.0
cv986_15092.txt:10,001,1.0
cv977_4776.txt:27,004,1.0
cv174_9735.txt:7,010,1.0
cv182_7791.txt:14,011,1.0
cv419_14799.txt:20,000,1.0
cv487_11058.txt:8,009,1.0
cv564_12011.txt:12,001,1.0
cv995_23113.txt:12,003,1.0
cv995_23113.txt:47,010,1.0
cv043_16808.txt:12,003,1.0
cv567_29420.txt:32,013,1.0
cv094_27868.txt:18,000,1.0
cv637_13682.txt:25,002,1.0
cv469_21998.txt:8,002,1.0
cv202_11382.txt:0,000,1.0
cv202_11382.txt:35,010,1.0
cv964_5794.txt:31,010,1.0
cv604_23339.txt:4,000,1.0
cv479_5450.txt:22,007,1.0
cv024_7033.txt:23,010,1.0
cv299_17950.txt:3,006,1.0
cv833_11961.txt:11,006,1.0
cv416_12048.txt:22,010,1.0
cv992_12806.txt:3,010,1.0
cv992_12806.txt:38,004,1.0
cv165_2389.txt:0,000,1.0
cv307_26382.txt:12,010,1.0
cv307_26382.txt:47,008,1.0
cv643_29282.txt:24,008,1.0
cv610_24153.txt:28,001,1.0
cv256_16529.txt:21,000,1.0
cv256_16529.txt:56,001,1.0
cv327_21743.txt:2,013,1.0
cv327_21743.txt:37,012,1.0
cv223_28923.txt:32,003,1.0
cv908_17779.txt:19,006,1.0
cv164_23451.txt:9,000,1.0
cv935_24977.txt:11,007,1.0
cv461_21124.txt:17,002,1.0
cv087_2145.txt:32,000,1.0
cv836_14311.txt:25,007,1.0
cv190_27176.txt:6,005,1.0
cv756_23676.txt:10,000,0.616642
cv756_23676.txt:10,001,0.284845
cv756_23676.txt:10,002,0.098513
cv676_22202.txt:14,004,1.0
cv676_22202.txt:49,016,1.0
cv581_20790.txt:20,001,1.0
cv448_16409.txt:18,001,1.0
cv569_26750.txt:7,010,1.0
cv569_26750.txt:42,002,1.0
cv069_11613.txt:19,010,1.0
cv178_14380.txt:0,016,1.0
cv722_7571.txt:7,002,1.0
cv010_29063.txt:1,000,1.0
cv221_27081.txt:1,000,1.0
cv660_23140.txt:7,010,1.0
cv153_11607.txt:12,000,1.0
cv537_13516.txt:30,014,1.0
cv378_21982.txt:10,005,1.0
cv319_16459.txt:5,000,1.0
cv688_7884.txt:15,000,1.0
cv761_13769.txt:7,003,1.0
cv116_28734.txt:1,012,1.0
cv666_20301.txt:15,000,0.616642
cv666_20301.txt:15,001,0.284845
cv666_20301.txt:15,002,0.098513
cv963_7208.txt:34,001,1.0
cv750_10606.txt:22,000,1.0
cv226_26692.txt:4,019,1.0
cv861_12809.txt:1,010,1.0
cv965_26688.txt:1,006,1.0
cv965_26688.txt:36,004,1.0
cv730_10729.txt:14,000,1.0
cv874_12182.txt:11,001,1.0
cv030_22893.txt:8,002,1.0
cv283_11963.txt:7,000,1.0
cv156_11119.txt:0,004,1.0
cv764_12701.txt:18,006,1.0
cv934_20426.txt:34,004,1.0
cv394_5311.txt:14,000,1.0
cv754_7709.txt:7,007,1.0
cv323_29633.txt:17,020,1.0
cv009_29417.txt:17,010,1.0
cv883_27621.txt:3,010,1.0
cv883_27621.txt:38,006,1.0
cv027_26270.txt:8,003,1.0
cv127_16451.txt:0,002,1.0
cv486_9788.txt:1,005,1.0
cv486_9788.txt:36,004,1.0
cv091_7899.txt:5,010,1.0
cv322_21820.txt:2,001,1.0
cv783_14724.txt:5,001,1.0
cv800_13494.txt:22,000,1.0
cv106_18379.txt:0,006,1.0
cv771_28466.txt:21,010,1.0
cv880_29629.txt:2,006,1.0
cv684_12727.txt:18,001,1.0
cv421_9752.txt:2,007,1.0
cv067_21192.txt:3,008,1.0
cv067_21192.txt:38,006,1.0
cv166_11959.txt:17,002,1.0
cv533_9843.txt:7,012,1.0
cv533_9843.txt:42,008,1.0
cv295_17060.txt:18,000,1.0
cv798_24779.txt:0,010,1.0
cv864_3087.txt:5,000,1.0
cv504_29120.txt:13,000,1.0
cv954_19932.txt:21,002,1.0
cv927_11471.txt:26,005,1.0
cv942_18509.txt:19,001,1.0
cv718_12227.txt:20,004,1.0
cv032_23718.txt:5,001,1.0
cv032_23718.txt:40,010,1.0
cv698_16930.txt:5,009,1.0
cv206_15893.txt:10,010,1.0
cv453_10911.txt:22,001,1.0
cv517_20616.txt:12,007,1.0
cv545_12848.txt:13,010,1.0
cv543_5107.txt:1,005,1.0
cv495_16121.txt:17,007,1.0
cv161_12224.txt:9,001,1.0
cv551_11214.txt:7,000,1.0
cv551_11214.txt:42,000,1.0
cv941_10718.txt:8,010,1.0
cv941_10718.txt:43,000,1.0
cv811_22646.txt:30,000,1.0
cv234_22123.txt:10,008,1.0
cv157_29302.txt:19,008,1.0
cv124_3903.txt:1,006,1.0
cv148_18084.txt:3,001,1.0
cv840_18033.txt:14,003,1.0
cv950_13478.txt:28,019,1.0
cv179_9533.txt:21,001,1.0
cv163_10110.txt:24,014,1.0
cv897_11703.txt:16,012,1.0
cv766_7983.txt:25,000,1.0
cv373_21872.txt:5,008,1.0
cv373_21872.txt:40,002,1.0
cv635_0984.txt:33,000,0.616642
cv635_0984.txt:33,001,0.284845
cv635_0984.txt:33,002,0.098513
cv998_15691.txt:9,003,1.0
cv834_23192.txt:19,010,1.0
cv845_15886.txt:3,008,1.0
cv845_15886.txt:38,000,1.0
cv943_23547.txt:5,010,1.0
cv191_29539.txt:15,000,1.0
cv741_12765.txt:19,011,1.0
cv529_10972.txt:33,002,1.0
cv397_28890.txt:4,001,1.0
cv367_24065.txt:13,010,1.0
cv367_24065.txt:48,001,1.0
cv427_11693.txt:31,000,1.0
cv470_17444.txt:17,000,1.0
cv957_9059.txt:22,001,1.0
cv530_17949.txt:20,001,1.0
cv719_5581.txt:31,017,1.0
cv670_2666.txt:29,010,1.0
cv505_12926.txt:6,010,1.0
cv505_12926.txt:41,000,1.0
cv484_26169.txt:33,010,1.0
cv901_11934.txt:1,010,1.0
cv758_9740.txt:14,010,1.0
cv944_15042.txt:6,010,1.0
cv154_9562.txt:6,000,1.0
cv154_9562.txt:41,010,1.0
cv209_28973.txt:2,000,1.0
cv049_21917.txt:11,003,1.0
cv932_14854.txt:4,001,1.0
cv812_19051.txt:3,005,1.0
cv962_9813.txt:16,001,1.0
cv767_15673.txt:11,010,1.0
cv633_29730.txt:10,000,1.0
cv107_25639.txt:9,008,1.0
cv107_25639.txt:44,009,1.0
cv107_25639.txt:79,010,1.0
cv442_15499.txt:21,014,1.0
cv442_15499.txt:56,000,1.0
cv144_5010.txt:20,001,1.0
cv348_19207.txt:4,000,1.0
cv855_22134.txt:0,000,1.0
cv503_11196.txt:15,007,1.0
cv655_12055.txt:18,010,1.0
cv227_25406.txt:24,000,1.0
cv403_6721.txt:7,001,1.0
cv058_8469.txt:3,011,1.0
cv333_9443.txt:1,010,1.0
cv366_10709.txt:3,000,1.0
cv301_13010.txt:13,009,1.0
cv586_8048.txt:22,007,1.0
cv988_20168.txt:9,006,1.0
cv314_16095.txt:13,001,1.0
cv392_12238.txt:20,001,1.0
cv745_14009.txt:27,001,1.0
cv745_14009.txt:62,009,1.0
cv238_14285.txt:32,011,1.0
cv099_11189.txt:26,011,1.0
cv103_11943.txt:19,005,1.0
cv896_17819.txt:16,008,1.0
cv651_11120.txt:3,000,1.0
cv138_13903.txt:16,003,1.0
cv138_13903.txt:51,002,1.0
cv374_26455.txt:7,004,1.0
cv846_29359.txt:1,005,1.0
cv846_29359.txt:36,000,1.0
cv692_17026.txt:21,012,1.0
cv293_29731.txt:2,001,1.0
cv796_17243.txt:11,004,1.0
cv938_10706.txt:27,004,1.0
cv514_12173.txt:29,010,1.0
cv349_15032.txt:6,001,1.0
cv349_15032.txt:41,001,1.0
cv603_18885.txt:10,008,1.0
cv489_19046.txt:10,001,1.0
cv489_19046.txt:45,019,1.0
cv246_28668.txt:27,000,1.0
cv940_18935.txt:5,002,1.0
cv384_18536.txt:27,000,1.0
cv494_18689.txt:32,010,1.0
cv726_4365.txt:9,003,1.0
cv061_9321.txt:26,000,1.0
cv061_9321.txt:61,000,1.0
cv212_10054.txt:24,010,1.0
cv193_5393.txt:17,010,1.0
cv829_21725.txt:4,002,1.0
cv829_21725.txt:39,000,1.0
cv625_13518.txt:14,011,1.0
cv025_29825.txt:13,004,1.0
cv975_11920.txt:17,001,1.0
cv728_17931.txt:5,000,1.0
cv472_29140.txt:12,012,1.0
cv966_28671.txt:12,008,1.0
cv579_12542.txt:14,000,1.0
cv579_12542.txt:49,010,1.0
cv910_21930.txt:14,002,1.0
cv813_6649.txt:18,010,1.0
cv253_10190.txt:9,000,0.616642
cv253_10190.txt:9,001,0.284845
cv253_10190.txt:9,002,0.098513
cv842_5702.txt:7,000,1.0
cv217_28707.txt:1,000,1.0
cv217_28707.txt:36,005,1.0
cv634_11989.txt:30,002,1.0
cv335_16299.txt:15,004,1.0
cv853_29119.txt:16,010,1.0
cv254_5870.txt:17,000,1.0
cv485_26879.txt:25,000,1.0
cv747_18189.txt:19,010,1.0
cv008_29326.txt:21,012,1.0
cv501_12675.txt:23,012,1.0
cv136_12384.txt:14,011,1.0
cv321_14191.txt:17,002,1.0
cv115_26443.txt:6,003,1.0
cv438_8500.txt:8,003,1.0
cv281_24711.txt:1,007,1.0
cv281_24711.txt:36,000,1.0
cv085_15286.txt:29,001,1.0
cv542_20359.txt:30,002,1.0
cv396_19127.txt:0,005,1.0
cv628_20758.txt:29,000,1.0
cv092_27987.txt:15,000,1.0
cv548_18944.txt:24,010,1.0
cv417_14653.txt:32,016,1.0
cv926_18471.txt:4,010,1.0
cv926_18471.txt:39,000,1.0
cv926_18471.txt:74,000,1.0
cv088_25274.txt:15,001,1.0
cv648_17277.txt:12,000,1.0
cv990_12443.txt:5,001,1.0
cv268_20288.txt:22,003,1.0
cv902_13217.txt:32,004,1.0
cv471_18405.txt:3,007,1.0
cv031_19540.txt:14,008,1.0
cv031_19540.txt:49,007,1.0
cv456_20370.txt:12,010,1.0
cv173_4295.txt:12,000,1.0
cv978_22192.txt:29,000,1.0
cv244_22935.txt:34,001,1.0
cv449_9126.txt:12,012,1.0
cv265_11625.txt:11,007,1.0
cv265_11625.txt:46,010,1.0
cv402_16097.txt:33,010,1.0
cv848_10061.txt:17,000,1.0
cv772_12971.txt:14,010,1.0
cv772_12971.txt:49,004,1.0
cv996_12447.txt:0,002,1.0
cv996_12447.txt:35,000,1.0
cv574_23191.txt:27,000,1.0
